utt_keys,utterance,emotion,v,a,d,emo_evo,start,end
Ses02F_impro06_F007,,sad,2,2.3333,2,"[['sad'], ['sad'], ['sad'], ['sad']]",107.03,113.82
Ses02F_impro06_F008,,sad,2,2.6667,2.3333,"[['sad'], ['sad', 'hap'], ['sad'], ['sad', 'hap']]",114.3099,122.5338
Ses02F_impro06_M011,,neu,3.3333,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",122.2578,130.86
Ses02F_impro06_F009,,sad,2.6667,3.3333,2.6667,"[['sad'], ['sad'], ['sad'], ['sad']]",130.67,132.78
Ses02F_impro06_M012,,neu,3,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",132.59,138.25
Ses02F_impro06_M013,,neu,2.6667,3,3,"[['neu'], ['neu'], ['neu']]",138.68,153.21
Ses02F_impro06_F010,,sad,2,1.6667,1.6667,"[['sad'], ['sad'], ['sad'], ['sad']]",153.92,157.2495
Ses02F_impro06_M014,,neu,1.6667,2,2,"[['neu'], ['sad'], ['neu']]",158.59,160.82
Ses02F_impro06_M015,,neu,2.6667,2,2.3333,"[['neu'], ['neu'], ['neu']]",164.25,172.35
Ses02F_impro06_F011,,sad,1.3333,3.3333,2,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",172.77,174.93
Ses02F_impro06_M016,,neu,3,3,3,"[['neu'], ['neu'], ['neu']]",175.43,177.5861
Ses02F_impro06_F012,,sad,1.3333,3.3333,2.3333,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",176.03,179.129
Ses02F_impro06_M017,,neu,2.6667,2,2.6667,"[['neu'], ['neu'], ['neu']]",179.23,187.37
Ses02F_impro06_F013,,sad,2,3,1.6667,"[['sad'], ['sad'], ['sad', 'fea'], ['sad']]",185.34,191.3555
Ses02F_impro06_M018,,neu,2.6667,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",196.5253,210.6666
Ses02F_impro06_M019,,neu,2.3333,2.3333,2.6667,"[['neu'], ['neu'], ['neu']]",212.8076,217.7894
Ses02F_impro06_F014,,sad,2.3333,1.6667,2,"[['sad'], ['sad'], ['neu'], ['sad']]",218.2176,219.4604
Ses02M_script01_1_F000,,xxx,3,3,3,"[['fru'], ['exc'], ['neu']]",5.23,8.71
Ses02M_script01_1_M000,,xxx,3,2.5,2.5,"[['fru'], ['sad'], ['neu']]",8.36,9.79
Ses02M_script01_1_F001,,xxx,2,2.5,3,"[['fru'], ['neu'], ['sur']]",9.48,13.45
Ses02M_script01_1_M001,,xxx,2.5,2.5,3.5,"[['fru'], ['sad'], ['neu']]",13.29,15.14
Ses02M_script01_1_F002,,xxx,2.5,2.5,3,"[['fru'], ['sur'], ['neu']]",14.94,16.13
Ses02M_script01_1_M002,,xxx,2.5,2.5,4,"[['fru'], ['sad'], ['neu']]",16.54,24.3
Ses02M_script01_1_F003,,xxx,2,2.5,3.5,"[['fru'], ['sur'], ['oth']]",25.28,28.33
Ses02M_script01_1_M003,,sad,2,3,3.5,"[['fru', 'sad'], ['sad'], ['neu']]",28.17,33.97
Ses02M_script01_1_F004,,xxx,2.5,2.5,2.5,"[['fru'], ['sad'], ['neu']]",33.62,35.37
Ses02M_script01_1_M004,,sad,2.5,2.5,3.5,"[['sad'], ['sad'], ['neu']]",34.95,38.97
Ses02M_script01_1_F005,,xxx,2,2,3,"[['fru'], ['sad'], ['oth']]",38.95,41.4
Ses02M_script01_1_M005,,sad,2,2.5,3,"[['sad'], ['sad'], ['neu']]",41.66,44.62
Ses02M_script01_1_F006,,xxx,2,3.5,4.5,"[['fru'], ['sad'], ['oth']]",44.3,52.67
Ses02M_script01_1_M006,,xxx,2,2.5,2.5,"[['fru'], ['sad'], ['neu']]",52.41,54.26
Ses02M_script01_1_F007,,xxx,2.5,3,4,"[['fru', 'fea'], ['sad'], ['oth']]",54.41,59.87
Ses02M_script01_1_M007,,xxx,2.5,2.5,4,"[['fru'], ['sad'], ['neu']]",60.44,67.23
Ses02M_script01_1_F008,,xxx,3,2.5,3,"[['fru'], ['sad'], ['neu']]",66.83,68.22
Ses02M_script01_1_M008,,xxx,2.5,3.5,4,"[['fru'], ['sad'], ['neu']]",68.38,73.29
Ses02M_script01_1_F009,,xxx,3,2,3,"[['fru'], ['sur'], ['neu']]",72.99,74.84
Ses02M_script01_1_M009,,fru,2.5,3.5,4.5,"[['fru'], ['fru'], ['neu']]",74.84,81.72
Ses02M_script01_1_F010,,fru,2.5,2.5,3.5,"[['fru'], ['neu'], ['fru']]",80.67,83.46
Ses02M_script01_1_M010,,fru,2,3.5,4,"[['fru'], ['sad'], ['fru']]",82.89,90.24
Ses02M_script01_1_M011,,fru,2,4,4,"[['fru'], ['ang'], ['fru']]",90.35,102.42
Ses02M_script01_1_F011,,fru,2,3.5,3.5,"[['fru'], ['ang'], ['fru']]",101.06,103.39
Ses02M_script01_1_M012,,ang,2.5,3.5,4.5,"[['ang'], ['ang'], ['fru']]",102.66,104.4424
Ses02M_script01_1_F012,,fru,2,2.5,3.5,"[['fru'], ['neu'], ['fru']]",104.23,106.69
Ses02M_script01_1_M013,,ang,1.5,4,4.5,"[['ang'], ['ang'], ['fru']]",106,111.17
Ses02M_script01_1_F013,,fru,2,3.5,4.5,"[['fru'], ['sad'], ['fru']]",110.43,117.74
Ses02M_script01_1_M014,,xxx,2.5,2.5,3,"[['fru'], ['sad'], ['neu']]",117.82,120.14
Ses02M_script01_1_F014,,xxx,2,4,4,"[['fru', 'sad'], ['ang'], ['fru', 'ang']]",119.78,127.21
Ses02M_script01_1_M015,,fru,2.5,3,3.5,"[['fru'], ['sad'], ['fru']]",126.08,128.82
Ses02M_script01_1_M016,,neu,3,2.5,3.5,"[['fru'], ['neu'], ['neu']]",129.32,133.2
Ses02M_script01_1_M017,,neu,3,2.5,4,"[['neu'], ['neu'], ['neu']]",134.91,136.32
Ses02M_script01_1_F015,,neu,3,2.5,3,"[['neu'], ['sad'], ['neu']]",136.08,139.84
Ses02M_script01_1_M018,,neu,3,2.5,3.5,"[['neu'], ['sad'], ['neu']]",140.67,143.1
Ses02M_script01_1_F016,,xxx,3,3.5,3.5,"[['ang'], ['sad'], ['neu']]",143.5,146.25
Ses02M_script01_1_M019,,fru,2,2.5,3.5,"[['fru'], ['ang'], ['fru']]",145.87,148.61
Ses02M_script01_1_F017,,fru,3,2.5,3,"[['fru'], ['neu'], ['fru']]",147.75,151.59
Ses02M_script01_1_M020,,fru,2,3.5,4,"[['fru'], ['fru'], ['fru']]",151.83,154.62
Ses02M_script01_1_F018,,neu,2,3,2.5,"[['neu'], ['sad'], ['neu']]",154.54,158.05
Ses02M_script01_1_M021,,ang,2.5,3.5,3.5,"[['ang'], ['ang'], ['fru']]",156.49,159.32
Ses02M_script01_1_F019,,fru,2,2.5,3,"[['fru'], ['fru'], ['neu']]",158.36,160.2
Ses02M_script01_1_M022,,xxx,1.5,4.5,4.5,"[['ang'], ['fru'], ['fru', 'ang']]",159.39,170.08
Ses02M_script01_1_F020,,xxx,2,3,4,"[['fru'], ['ang'], ['neu']]",168.82,172.78
Ses02M_script01_1_M023,,fru,1.5,3.5,4.5,"[['fru'], ['ang'], ['fru']]",172.33,174.65
Ses02M_script01_1_F021,,neu,2,3.5,4.5,"[['fru'], ['neu'], ['neu']]",173.85,179.03
Ses02M_script01_1_F022,,fru,2,3.5,4,"[['fru'], ['ang'], ['fru']]",179.04,186.73
Ses02M_script01_1_M024,,ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['fru']]",186.36,198.37
Ses02M_script01_1_F023,,neu,3.5,3,3.5,"[['fru'], ['neu'], ['neu']]",197.48,200.72
Ses02M_script01_1_M025,,ang,1.5,4,5,"[['ang'], ['ang'], ['ang']]",199.88,201.62
Ses02M_script01_1_F024,,fru,2.5,2.5,4,"[['fru'], ['fru'], ['fru']]",201.67,204.19
Ses02M_script01_1_M026,,neu,2.5,2.5,3,"[['neu'], ['sad'], ['neu']]",204.46,206.85
Ses02M_script01_1_F025,,neu,2.5,2.5,3.5,"[['fru'], ['neu'], ['neu']]",206.62,210.61
Ses02M_script01_1_M027,,neu,2,3.5,3.5,"[['neu'], ['sad'], ['neu']]",210.19,215.67
Ses02M_script01_1_M028,,sad,2,3.5,4.5,"[['fru', 'sad'], ['sad'], ['neu']]",215.81,223.11
Ses02M_script01_1_F026,,ang,2,3,4,"[['ang'], ['ang'], ['fru']]",223.32,227.13
Ses02M_script01_1_M029,,fru,2,3,4,"[['fru'], ['ang'], ['fru']]",226.91,229.84
Ses02M_script01_1_F027,,ang,2,3,4.5,"[['ang'], ['ang'], ['fru']]",229.74,233.09
Ses02M_script01_1_M030,,fru,3,2.5,3.5,"[['fru'], ['ang'], ['fru']]",233.46,235.76
Ses02M_script01_1_F028,,fru,1.5,4,4.5,"[['fru'], ['ang'], ['fru']]",235.99,242.82
Ses02M_script01_1_M031,,fru,1.5,4,4.5,"[['fru'], ['ang'], ['fru']]",242.45,252.59
Ses02M_script01_1_M032,,xxx,1.5,3,3.5,"[['fru'], ['ang'], ['neu']]",252.62,254.49
Ses02M_script01_1_F029,,fru,1.5,4,5,"[['fru'], ['ang'], ['fru']]",253.32,260.89
Ses02M_script01_1_F030,,fru,1.5,3.5,4.5,"[['fru'], ['sad'], ['fru', 'oth']]",260.93,265.6
Ses02M_script01_1_M033,,xxx,2,3,3.5,"[['fru'], ['sad'], ['neu']]",264.45,266.43
Ses02M_script01_1_F031,,xxx,2,3,3.5,"[['fru'], ['sad'], ['neu']]",266.79,269.27
Ses02M_script01_1_M034,,xxx,1.5,4,4.5,"[['fru'], ['ang'], ['fru', 'ang']]",269.81,279.6
Ses02M_script01_1_M035,,sad,2,3,4,"[['sad', 'ang'], ['sad'], ['fru']]",279.67,284.37
Ses02M_script01_1_F032,,ang,2,3.5,4,"[['ang'], ['ang'], ['ang']]",283.82,286.26
Ses02M_script01_1_M036,,sad,2,3,4,"[['fru', 'sad'], ['sad'], ['neu']]",285.92,290.93
Ses02M_script01_1_F033,,ang,1.5,4,4.5,"[['ang'], ['ang'], ['ang']]",290.44,293.25
Ses02M_script01_1_M037,,ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",292.82,297.17
Ses02M_script01_1_F034,,ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['ang']]",296.62,299.7
Ses02M_script01_1_M038,,ang,2,3,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",298.96,302.69
Ses02M_script01_1_F035,,ang,2,3,4.5,"[['ang'], ['ang'], ['ang']]",301.45,304.04
Ses02M_script01_1_M039,,ang,1.5,4,5,"[['ang'], ['ang'], ['ang']]",302.99,310.24
Ses02M_script01_1_M040,,xxx,2,4,4.5,"[['ang'], ['fru'], ['neu']]",310.27,320.7
Ses02M_script01_1_F036,,ang,2,3.5,4,"[['sad'], ['ang'], ['ang']]",320.71,323.57
Ses02M_script01_1_M041,,sad,3,2.5,3.5,"[['sad'], ['sad'], ['neu']]",323.69,326.52
Ses02M_script01_1_F037,,ang,2,3.5,3.5,"[['fru'], ['ang'], ['ang']]",326.65,329.41
Ses02M_script01_1_M042,,fru,2.5,3,4,"[['fru'], ['ang'], ['fru']]",328.43,330.74
Ses02M_script01_1_F038,,xxx,1,4,5,"[['fru', 'sad'], ['ang'], ['fru', 'ang']]",329.69,338.58
Ses02M_script01_1_M043,,fru,2,3,3.5,"[['fru'], ['fru'], ['fru']]",337.62,342.14
Ses02M_script01_1_F039,,fru,2,3,3.5,"[['fru'], ['sad'], ['fru']]",342.31,344.78
Ses02M_script01_1_M044,,fru,3,3,3.5,"[['fru'], ['ang'], ['fru']]",344.49,346.97
Ses02M_script01_1_F040,,fru,2,2.5,3.5,"[['fru'], ['sad'], ['fru']]",347.92,350.81
Ses02M_script01_1_M045,,xxx,2.5,2.5,3.5,"[['fru'], ['sad'], ['neu']]",351,354.18
Ses02M_script01_1_F041,,sad,3,2,2.5,"[['sad'], ['sad'], ['neu']]",354.1,356.18
Ses02M_script03_1_M000,,fea,2.5,4.5,1.5,"[['fea'], ['fea'], ['fea']]",5.5365,7.2541
Ses02M_script03_1_F000,,xxx,2.5,3.5,1.5,"[['exc'], ['fea'], ['sur']]",6.7608,8.6428
Ses02M_script03_1_M001,,xxx,2.5,3,1.5,"[['exc'], ['fea'], ['sur']]",8.1099,9.5667
Ses02M_script03_1_F001,,xxx,2.5,3.5,2,"[['exc'], ['fea'], ['sur']]",9.1462,12.2099
Ses02M_script03_1_M002,,fea,2.5,3,2,"[['exc'], ['fea'], ['fea']]",11.5341,13.4564
Ses02M_script03_1_F002,,exc,2.5,4.5,1,"[['exc'], ['fea'], ['exc', 'sur']]",13.0059,15.7092
Ses02M_script03_1_M003,,fea,3,3.5,2,"[['exc'], ['fea'], ['fea']]",16.2649,19.1183
Ses02M_script03_1_F003,,hap,3,2.5,2,"[['exc'], ['hap'], ['hap']]",18.5326,20.8905
Ses02M_script03_1_M004,,xxx,4,3,2.5,"[['exc'], ['hap'], ['neu']]",20.3799,22.092
Ses02M_script03_1_F004,,xxx,2.5,2,2.5,"[['exc'], ['hap'], ['neu']]",21.3711,24.1945
Ses02M_script03_1_M005,,exc,3.5,3.5,1.5,"[['exc'], ['neu'], ['exc', 'oth']]",23.7318,30.3521
Ses02M_script03_1_F005,,exc,4,3.5,2,"[['exc'], ['exc'], ['hap']]",29.3458,33.1455
Ses02M_script03_1_M006,,fea,3.5,3,2.5,"[['exc'], ['fea'], ['fea']]",32.3946,35.4283
Ses02M_script03_1_F006,,hap,4,3,2.5,"[['exc'], ['hap'], ['hap']]",34.9176,37.651
Ses02M_script03_1_M007,,hap,4,2.5,2.5,"[['exc'], ['hap'], ['hap']]",36.855,38.9426
Ses02M_script03_1_F007,,hap,4,2.5,2.5,"[['exc'], ['hap'], ['hap']]",38.1466,42.2165
Ses02M_script03_1_M008,,hap,4,2.5,2.5,"[['exc'], ['hap'], ['hap']]",41.781,46.2415
Ses02M_script03_1_F008,,xxx,2.5,2.5,2.5,"[['exc'], ['hap'], ['fru']]",45.7158,49.155
Ses02M_script03_1_M009,,sad,3.5,2.5,2.5,"[['exc'], ['sad'], ['sad']]",48.314,50.2964
Ses02M_script03_1_F009,,xxx,2.5,2,3,"[['exc'], ['hap'], ['dis']]",49.6807,53.3001
Ses02M_script03_1_M010,,hap,4,3,2.5,"[['exc'], ['hap'], ['hap']]",52.7895,56.484
Ses02M_script03_1_F010,,xxx,4,2.5,2.5,"[['exc'], ['hap'], ['oth']]",55.8532,58.0008
Ses02M_script03_1_M011,,hap,4,3.5,2.5,"[['exc'], ['hap'], ['hap']]",57.8506,66.9518
Ses02M_script03_1_F011,,xxx,3.5,3,3,"[['exc'], ['hap'], ['neu']]",65.7202,68.3785
Ses02M_script03_1_M012,,exc,4,3,3,"[['exc'], ['hap'], ['exc']]",67.6426,70.7814
Ses02M_script03_1_F012,,exc,4,2,2,"[['exc'], ['neu'], ['exc']]",70.1807,71.6825
Ses02M_script03_1_M013,,xxx,4,3.5,3.5,"[['fru'], ['hap'], ['exc']]",71.0668,79.0343
Ses02M_script03_1_M014,,exc,4,3.5,3,"[['exc'], ['hap'], ['exc']]",79.0941,83.0664
Ses02M_script03_1_F013,,xxx,4,2.5,3,"[['exc'], ['hap'], ['sad']]",82.1503,85.5445
Ses02M_script03_1_M015,,exc,4,2.5,3,"[['exc'], ['hap'], ['exc']]",84.8536,88.1727
Ses02M_script03_1_F014,,xxx,2.5,2.5,2,"[['exc'], ['neu'], ['fru']]",87.6921,91.4166
Ses02M_script03_1_M016,,sad,3,1.5,2.5,"[['exc'], ['sad'], ['sad']]",90.8309,94.6456
Ses02M_script03_1_F015,,sad,2.5,2.5,2,"[['fea'], ['sad'], ['sad']]",94.2401,96.7481
Ses02M_script03_1_M017,,xxx,3.5,2,2.5,"[['exc'], ['sad'], ['neu']]",96.2375,98.7456
Ses02M_script03_1_F016,,fea,3,2.5,2,"[['fea'], ['neu'], ['fea']]",98.265,103.4163
Ses02M_script03_1_M018,,exc,4,3.5,2.5,"[['exc'], ['hap'], ['exc']]",102.7104,105.5789
Ses02M_script03_1_F017,,xxx,3,3,1.5,"[['exc'], ['sad'], ['neu']]",105.1884,107.5613
Ses02M_script03_1_M019,,exc,4,3.5,2.5,"[['exc'], ['hap'], ['exc']]",106.7203,112.7727
Ses02M_script03_1_F018,,xxx,3.5,2.5,2.5,"[['exc'], ['hap'], ['sur']]",112.202,115.3408
Ses02M_script03_1_M020,,exc,4,2.5,3,"[['exc'], ['hap'], ['exc']]",114.7701,117.3683
Ses02M_script03_1_M021,,exc,4.5,3,3,"[['exc'], ['hap'], ['exc']]",117.3833,131.09
Ses02M_script03_1_M022,,exc,4,3,3,"[['exc'], ['hap'], ['exc']]",131.1199,135.9153
Ses02M_script03_1_F019,,xxx,3.5,2.5,3,"[['exc'], ['hap'], ['fru']]",135.4354,138.0486
Ses02M_script03_1_M023,,xxx,4.5,3.5,2.5,"[['exc'], ['hap'], ['exc', 'hap']]",137.4478,149.5226
Ses02M_script03_1_F020,,xxx,4,3,3,"[['exc'], ['hap'], ['fru']]",148.4863,155.8903
Ses02M_script03_1_M024,,hap,4,2.5,2,"[['exc'], ['hap'], ['oth', 'hap']]",155.2896,158.9541
Ses02M_script03_1_F021,,hap,4,2.5,2,"[['exc'], ['hap'], ['hap']]",157.9779,160.6512
Ses02M_script03_1_M025,,xxx,4,2.5,2.5,"[['exc'], ['hap'], ['dis']]",160.2156,165.2468
Ses02M_script03_1_F022,,hap,4,3,2.5,"[['exc'], ['hap'], ['hap']]",164.1655,169.3167
Ses02M_script03_1_M026,,xxx,3,3.5,3,"[['exc'], ['dis'], ['ang']]",168.731,170.9537
Ses02M_script03_1_F023,,hap,4,3,2.5,"[['exc'], ['hap'], ['hap']]",169.9475,176.6757
Ses02M_script03_1_M027,,xxx,3.5,2,2,"[['exc'], ['hap'], ['neu', 'oth']]",176.0149,178.2226
Ses02M_script03_1_F024,,hap,3.5,1.5,2.5,"[['exc'], ['hap'], ['hap']]",177.4867,180.2651
Ses02M_script03_1_M028,,xxx,3.5,3,3,"[['exc'], ['hap'], ['fru']]",179.9197,185.0409
Ses02M_script03_1_F025,,hap,4,3.5,2.5,"[['exc'], ['hap'], ['hap']]",183.4941,188.0446
Ses02M_script03_1_M029,,hap,4,3.5,2.5,"[['exc'], ['hap'], ['hap']]",186.723,189.3062
Ses02M_script03_1_F026,,xxx,3.5,2,3,"[['exc'], ['hap'], ['sad']]",188.6003,191.8743
Ses02M_script03_1_M030,,xxx,3.5,3,1.5,"[['exc'], ['hap'], ['oth']]",191.3336,193.7366
Ses02M_script03_1_F027,,hap,4.5,3,2.5,"[['exc'], ['hap'], ['hap']]",192.7754,200.645
Ses02M_script03_1_M031,,hap,4,4,2.5,"[['exc'], ['hap'], ['hap']]",199.3084,201.8314
Ses02M_script03_1_F028,,hap,4,3.5,2,"[['exc'], ['hap'], ['hap']]",200.7651,205.3307
Ses02M_script03_1_M032,,xxx,3.5,2,2.5,"[['exc'], ['hap'], ['sad']]",204.6399,207.0278
Ses02M_script03_1_F029,,hap,4,2.5,2.5,"[['exc'], ['hap'], ['oth', 'hap']]",206.4871,209.2956
Ses02M_script03_1_M033,,xxx,3,2.5,2.5,"[['exc'], ['neu'], ['fru']]",208.7249,213.5908
Ses02F_impro03_F000,,exc,5,4.75,3.25,"[['exc'], ['exc'], ['exc'], ['exc']]",4.7324,8.78
Ses02F_impro03_M000,,xxx,4.25,3.25,2,"[['hap'], ['sur'], ['exc']]",6.2177,8.7208
Ses02F_impro03_F001,,exc,5,4.75,3.25,"[['exc'], ['exc'], ['exc'], ['exc']]",8.81,10.93
Ses02F_impro03_M001,,neu,3.5,3,2.25,"[['hap'], ['neu'], ['neu']]",10.86,14.2922
Ses02F_impro03_F002,,xxx,4.5,3.5,2.5,"[['exc'], ['hap'], ['exc', 'hap'], ['hap']]",14.08,16.13
Ses02F_impro03_M002,,sur,4.25,3.75,3.25,"[['hap'], ['sur'], ['sur']]",16.74,20.1143
Ses02F_impro03_M003,,xxx,4.5,3.5,3,"[['hap'], ['sur'], ['exc']]",20.6584,23.29
Ses02F_impro03_F003,,xxx,5,4.5,2.75,"[['exc'], ['hap'], ['exc', 'hap'], ['exc', 'hap']]",22.66,28.0319
Ses02F_impro03_M004,,hap,4.5,3.5,2.5,"[['hap'], ['hap'], ['exc']]",25.72,31.42
Ses02F_impro03_F004,,exc,5,4.5,2.75,"[['exc'], ['exc'], ['exc'], ['exc']]",30.65,32.65
Ses02F_impro03_M005,,exc,4.25,3.5,3,"[['hap'], ['exc'], ['exc']]",31.91,34.5281
Ses02F_impro03_F005,,xxx,4.5,3.5,2.75,"[['exc', 'sur'], ['hap'], ['exc', 'hap'], ['hap']]",34.5699,38.8951
Ses02F_impro03_F006,,xxx,4.75,3.75,2.75,"[['exc', 'sur'], ['hap'], ['exc', 'hap'], ['hap']]",39.0078,52.92
Ses02F_impro03_F007,,xxx,4.75,3.75,2.75,"[['exc'], ['hap'], ['exc', 'hap'], ['hap']]",52.93,61.8184
Ses02F_impro03_F008,,xxx,4.75,4,2.75,"[['exc'], ['hap'], ['exc', 'hap'], ['sur', 'hap']]",61.83,69.86
Ses02F_impro03_M006,,sur,4.25,4,2.75,"[['hap'], ['sur'], ['exc', 'sur']]",69.65,71.33
Ses02F_impro03_F009,,exc,5,4.25,2.75,"[['exc'], ['exc', 'hap'], ['exc', 'hap'], ['exc', 'sur']]",69.91,81.9971
Ses02F_impro03_M007,,sur,4.25,3.5,2.75,"[['hap'], ['sur'], ['exc', 'sur']]",81.7153,85.53
Ses02F_impro03_F010,,xxx,4.5,3.75,2.75,"[['exc'], ['hap'], ['exc', 'hap'], ['sur', 'hap']]",83.93,91.61
Ses02F_impro03_M008,,xxx,4,3.25,2.5,"[['hap'], ['sur'], ['exc']]",90.55,97.0405
Ses02F_impro03_F011,,exc,4.75,3.75,3,"[['exc'], ['hap'], ['exc'], ['sur']]",95.45,99.6572
Ses02F_impro03_M009,,hap,4,3.25,2.5,"[['hap'], ['neu'], ['hap']]",97.27,102.0738
Ses02F_impro03_F012,,exc,4.5,3.75,3,"[['exc'], ['hap'], ['exc'], ['sur', 'hap']]",101.5291,102.95
Ses02F_impro03_M010,,hap,4.5,3.75,3,"[['hap'], ['hap'], ['exc']]",102.8845,106.06
Ses02F_impro03_F013,,exc,4.5,4,2.75,"[['exc'], ['hap'], ['exc'], ['sur', 'hap']]",105.135,111.47
Ses02F_impro03_M011,,hap,4.25,3.75,2.75,"[['hap'], ['hap'], ['exc']]",110.84,114.19
Ses02F_impro03_F014,,exc,5,4.25,2.75,"[['exc'], ['exc', 'hap'], ['exc', 'hap'], ['sur', 'hap']]",112.7,117.27
Ses02F_impro03_M012,,exc,4.5,4.5,2.75,"[['hap'], ['exc'], ['exc']]",116.73,121.8195
Ses02F_impro03_F015,,hap,4.5,3.25,2.75,"[['exc'], ['hap'], ['hap'], ['neu']]",121.0516,127.2609
Ses02F_impro03_F016,,hap,4.25,3,2.75,"[['exc'], ['hap'], ['hap'], ['neu']]",127.3236,133.2123
Ses02F_impro03_M013,,neu,4,3,2.5,"[['hap'], ['neu'], ['neu']]",130.9859,137.0738
Ses02F_impro03_F017,,hap,4.25,3,2.75,"[['exc'], ['hap'], ['hap'], ['hap']]",133.6443,140.07
Ses02F_impro03_M014,,neu,4,2.5,2.25,"[['hap'], ['neu'], ['neu']]",139.87,141.31
Ses02F_impro03_F018,,hap,4.25,3,2.75,"[['exc'], ['hap'], ['hap'], ['neu']]",141.21,148.237
Ses02F_impro03_M015,,neu,4,2.75,2.25,"[['hap'], ['neu'], ['neu']]",145.5923,149.6643
Ses02F_impro03_F019,,hap,4.25,3,2.5,"[['exc'], ['hap'], ['hap'], ['neu']]",149.08,156.2108
Ses02F_impro03_M016,,neu,4,3,2.5,"[['hap'], ['neu'], ['neu']]",153.6844,156.4834
Ses02F_impro03_F020,,xxx,4.25,3,2.75,"[['exc'], ['neu'], ['hap'], ['hap']]",156.23,164.7969
Ses02F_impro03_M017,,neu,3.75,2.75,2.5,"[['hap'], ['neu'], ['neu']]",164.59,166.04
Ses02F_impro03_F021,,exc,4.5,3,2.5,"[['exc'], ['exc'], ['exc', 'hap'], ['sur', 'hap']]",165.4402,176.5255
Ses02F_impro03_M018,,neu,4,3.25,2.5,"[['hap'], ['neu'], ['neu']]",175.73,179.59
Ses02F_impro03_F022,,xxx,4.5,3,2.25,"[['exc'], ['hap'], ['exc', 'hap'], ['neu']]",178.79,180.87
Ses02F_impro03_M019,,hap,4.25,3.5,3,"[['hap'], ['hap'], ['exc', 'hap']]",179.88,188.4736
Ses02F_impro03_F023,,hap,4.75,3.25,2.25,"[['exc'], ['hap'], ['hap'], ['hap']]",187.29,190.02
Ses02F_impro03_M020,,hap,4,2.75,2.75,"[['oth'], ['hap'], ['exc', 'hap']]",189.38,195.65
Ses02F_impro03_F024,,exc,4.75,4,3.5,"[['exc'], ['hap'], ['exc'], ['hap']]",195.46,201.9
Ses02F_impro03_M021,,xxx,4,3.25,3,"[['hap'], ['neu'], ['exc']]",201.04,207.0585
Ses02F_impro03_F025,,xxx,4.25,3.25,2.25,"[['exc'], ['neu'], ['hap'], ['oth']]",205.46,207.6783
Ses02F_impro03_M022,,hap,4,3.25,3,"[['hap'], ['hap'], ['exc']]",207.5653,211.0588
Ses02F_impro03_M023,,hap,4.25,3.75,2.75,"[['hap'], ['neu'], ['exc', 'hap']]",211.0776,220.74
Ses02F_impro03_F026,,hap,4.5,2.75,2.5,"[['exc'], ['hap'], ['hap'], ['hap']]",220.38,222.24
Ses02F_impro03_M024,,exc,4,4.25,3.25,"[['exc'], ['exc'], ['exc']]",221.52,225.77
Ses02F_impro03_F027,,hap,4.5,3.25,2.75,"[['exc'], ['hap'], ['hap'], ['hap']]",225.0487,228.4874
Ses02F_impro03_M025,,exc,4,3.5,2.75,"[['hap'], ['exc'], ['exc']]",228.14,233.2
Ses02F_impro03_F028,,exc,4.75,3.5,2.5,"[['hap'], ['exc'], ['exc'], ['hap']]",231.8858,240.3492
Ses02F_impro03_F029,,hap,4.5,3.75,3,"[['hap'], ['hap'], ['exc', 'hap'], ['hap']]",240.4223,244.0151
Ses02F_impro03_M026,,hap,4,2.75,2.5,"[['hap'], ['hap'], ['hap']]",244.0986,246.85
Ses02F_impro03_F030,,hap,4.5,3.5,2.25,"[['hap'], ['exc'], ['hap'], ['exc']]",246.65,250.5635
Ses02F_script01_3_F000,,xxx,4,3,3,"[['exc'], ['hap'], ['neu']]",6.63,9.54
Ses02F_script01_3_M000,,xxx,3.5,3,3,"[['exc'], ['hap'], ['neu']]",9.44,12.17
Ses02F_script01_3_F001,,xxx,4,3,3,"[['exc'], ['hap'], ['neu']]",12.12,14.1
Ses02F_script01_3_F002,,xxx,4,2.5,3.5,"[['exc'], ['hap'], ['neu']]",14.91,18.46
Ses02F_script01_3_M001,,neu,3.5,2.5,2.5,"[['fea'], ['neu'], ['neu']]",19.38,21.03
Ses02F_script01_3_F003,,xxx,3.5,2.5,3,"[['exc'], ['hap'], ['neu']]",21.09,26.81
Ses02F_script01_3_M002,,xxx,2.5,2,2.5,"[['fea'], ['sur'], ['sad']]",27.39,28.52
Ses02F_script01_3_F004,,xxx,3,3,3,"[['fru'], ['sad'], ['neu']]",28.64,32.7638
Ses02F_script01_3_M003,,xxx,2,2,2.5,"[['fea'], ['sad'], ['neu']]",32.55,33.47
Ses02F_script01_3_F005,,xxx,3,3,2,"[['fru'], ['sad'], ['neu']]",33.42,40.86
Ses02F_script01_3_M004,,xxx,2.5,2.5,3,"[['fea'], ['sur'], ['neu']]",40.95,41.89
