speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses02F_script01_2_M',011,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',012,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_F',013,b'',ang,,sd,sd,sd,qh,qw,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses02F_script01_2_M',012,b'',fru,,ad,^2,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script01_2_F',014,b'',fru,,sd,sd,ad,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',013,b'',fru,,ad,^2,fc,ad,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_2_F',015,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',014,b'',fru,,fc,fc,b,ba,b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_2_F',016,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',015,b'',xxx,,qw,qw,ad,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script01_2_F',017,b'',fru,,sd,^2,sv,sv,ad,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script01_2_M',016,b'',ang,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script01_2_M',017,b'',ang,,sd,^2,ad,^h,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script01_2_F',018,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script01_2_M',018,b'',ang,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',000,b'',xxx,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script03_2_M',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',001,b'',xxx,,sv,sv,bf,bf,qy^d,bf,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script03_2_M',002,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',004,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',004,b'',xxx,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_M',005,b'',xxx,,sd,sd,qy^d,sd,sv,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses02F_script03_2_F',005,b'',xxx,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_M',006,b'',ang,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',007,b'',ang,,qo,qw,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_F',007,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',008,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',008,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_M',009,b'',neu,,sd,qy^d,sd,qy,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',009,b'',xxx,,fc,sd,ar,ar,aa,ar,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script03_2_M',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',010,b'',xxx,,sv,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_M',011,b'',neu,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',011,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',012,b'',fru,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',012,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',013,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',013,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',014,b'',xxx,,fp,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_F',014,b'',ang,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_M',015,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',016,b'',xxx,,qy^d,sd,bf,qy,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',015,b'',xxx,,sv,sd,bf,sd,ad,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02F_script03_2_M',017,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',016,b'',exc,,sd,qy,qy,sv,qy^d,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',018,b'',xxx,,sv,sv,aa,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_F',017,b'',fru,,sd,sd,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script03_2_M',019,b'',fru,,aa,sv,sv,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_F',018,b'',ang,,ba,sd,^q,sd,bk,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',020,b'',xxx,,sv,sd,sv,qy^d,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',019,b'',fru,,qy,qy,sv,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_M',021,b'',fru,,sd,sd,sd,sd,ad,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script03_2_F',020,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',022,b'',fru,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_F',021,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',023,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',022,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',024,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',023,b'',xxx,,sd,sd,na,na,sd,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script03_2_M',025,b'',xxx,,sv,sv,sv,sv,ad,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script03_2_F',024,b'',fru,,^2,^2,bf,sv,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',026,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_F',025,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',026,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',027,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',027,b'',xxx,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_M',028,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',028,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',029,b'',fru,,qy,qy,b,br,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',029,b'',ang,,^2,sd,sd,^2,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_M',030,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',030,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',031,b'',xxx,,"fo_o_fw_""_by_bc",aa,fc,aa,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',032,b'',xxx,,sv,sv,fc,ad,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_script03_2_F',031,b'',ang,,br,qw,qw,qw,fc,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script03_2_M',033,b'',fru,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_F',032,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',034,b'',fru,,qy,qy,qy,sd,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',033,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',035,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',034,b'',ang,,ad,^2,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script03_2_M',036,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',035,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',037,b'',ang,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_F',036,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',038,b'',ang,,sd,ad,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_script03_2_F',037,b'',ang,,ad,^q,ad,aa,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',039,b'',ang,,fc,sd,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_script03_2_F',038,b'',ang,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_M',040,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',039,b'',ang,,fc,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_M',041,b'',ang,,sv,^q,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_script03_2_F',040,b'',ang,,sd,sv,qy,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02F_script03_2_M',042,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',041,b'',ang,,sd,sd,^q,aa,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',043,b'',ang,,sv,sv,sv,qy^d,sd,sv,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Ses02F_script03_2_F',042,b'',ang,,sd,^q,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02F_script03_2_M',044,b'',ang,,sd,t3,ad,bf,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',045,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',046,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_F',043,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_script03_2_M',047,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_F',000,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_M',000,b'',xxx,,sv,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses02F_impro02_F',001,b'',sad,,sv,sv,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_impro02_M',001,b'',fru,,sd,sd,^q,^q,qy,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_impro02_F',002,b'',sad,,sv,sv,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_impro02_M',002,b'',fru,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_impro02_F',003,b'',sad,,sd,sd,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02F_impro02_M',003,b'',fru,,sd,^2,ad,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_impro02_F',004,b'',sad,,sd,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02F_impro02_F',005,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_M',004,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_M',005,b'',fru,,qh,sd,qw,sd,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_impro02_F',006,b'',sad,,sd,sv,ad,^q,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_impro02_F',007,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_M',006,b'',fru,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_impro02_F',008,b'',sad,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_impro02_M',007,b'',sad,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_impro02_F',009,b'',sad,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02F_impro02_M',008,b'',fru,,h,h,sd,h,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02F_impro02_F',010,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_F',011,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_impro02_M',009,b'',fru,,sd,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02F_impro02_M',010,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_F',012,b'',sad,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02F_impro02_M',011,b'',xxx,,sv,qy,sv,^q,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02F_impro02_F',013,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02F_impro02_M',012,b'',sad,,b,fc,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',000,b'',neu,,qw,qo,qo,qo,qw,qo,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_F',000,b'',xxx,,br,br,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02M_script02_2_M',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',001,b'',fru,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_M',002,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',002,b'',xxx,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_M',003,b'',xxx,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_F',003,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',004,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',005,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',005,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',006,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',006,b'',ang,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_M',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',007,b'',fru,,sd,^q,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',008,b'',fru,,qw,qh,qw,qw,bh,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_F',008,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',009,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',009,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',010,b'',neu,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_script02_2_F',010,b'',fru,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_F',011,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',011,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',012,b'',fru,,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses02M_script02_2_M',012,b'',fru,,aa,sv,sd,ar,aa,aa,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02M_script02_2_F',013,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',013,b'',xxx,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02M_script02_2_F',014,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_M',014,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',015,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',016,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',017,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',015,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',016,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',017,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',018,b'',sad,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',018,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',019,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',019,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',020,b'',exc,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02M_script02_2_F',020,b'',sad,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_script02_2_M',021,b'',neu,,fc,sd,^q,aa,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',021,b'',sad,,aa,nn,nn,aa,aa,aa,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_M',022,b'',neu,,qy,sv,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_F',022,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',023,b'',neu,,qy^d,^q,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02M_script02_2_F',023,b'',xxx,,aa,nn,aa,nn,nn,nn,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_M',024,b'',xxx,,qw,qw,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_F',024,b'',xxx,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',025,b'',neu,,qy^d,qy,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses02M_script02_2_F',025,b'',fru,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',026,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',026,b'',fru,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',027,b'',fru,,^2,qy,qy^d,qy,br,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02M_script02_2_F',027,b'',fru,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_M',028,b'',fru,,qy,qy,sd,qy,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',028,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',029,b'',ang,,sv,qy,qy,qy,sv,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_M',030,b'',xxx,,sd,qy^d,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_M',031,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses02M_script02_2_M',032,b'',fru,,qy,qy,qy,^q,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_script02_2_F',029,b'',fru,,qw,qy,^q,qh,qw,qw,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02M_script02_2_M',033,b'',xxx,,aa,sv,sv,sd,aa,sv,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses02M_script02_2_F',030,b'',fru,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses02M_script02_2_M',034,b'',xxx,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',031,b'',sad,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses02M_script02_2_M',035,b'',sad,,sd,sd,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Ses02M_script02_2_F',032,b'',fru,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses02M_script02_2_M',036,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',033,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',034,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',037,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',035,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_M',038,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses02M_script02_2_F',036,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
